feature,mean_abs_shap
SlogP_VSA7,8.223482171578493e-05
NumSpiroAtoms,6.588012697950784e-05
fr_thiophene,6.440865027571161e-05
fr_benzene,3.467291565596152e-05
fr_piperzine,3.3605974038361335e-05
fr_furan,3.186713335529725e-05
fr_allylic_oxid,2.3263459430415455e-05
NumBridgeheadAtoms,2.2805397434230114e-05
fr_thiazole,1.951042395317565e-05
fr_ArN,1.9210979468127628e-05
fr_unbrch_alkane,1.7546108224480983e-05
fr_Imine,1.62273822029082e-05
EState_VSA11,0.0
NumRadicalElectrons,0.0
SlogP_VSA9,0.0
SMR_VSA2,0.0
SMR_VSA8,0.0
fr_NH2,0.0
fr_N_O,0.0
fr_HOCCN,0.0
fr_C_S,0.0
NumUnspecifiedAtomStereoCenters,0.0
fr_Al_COO,0.0
fr_Al_OH,0.0
