feature,mean_abs_shap
TPSA,0.08809205050290303
SMR_VSA3,0.08241506703479548
Kappa1,0.056011172042058584
Chi0n,0.04643933356896994
MolLogP,0.042312560928677204
BalabanJ,0.04033739706415122
PEOE_VSA8,0.038083830873125855
BCUT2D_MRLOW,0.037719202615200426
NOCount,0.03286352747579744
Chi1v,0.03052478668223847
PEOE_VSA1,0.029753700998132942
Chi4v,0.029512706306148582
NHOHCount,0.029393398112226243
Chi3n,0.029089958337154852
Chi0v,0.028541073847187116
fr_imidazole,0.026127420192693596
SlogP_VSA2,0.025867085014962498
VSA_EState7,0.021430352813482323
MaxAbsPartialCharge,0.020896697473507725
VSA_EState2,0.02058356144338326
fr_aniline,0.02040483480985737
NumHAcceptors,0.020026412027665245
BCUT2D_CHGLO,0.01949785224088527
Chi4n,0.017535794551516687
MaxPartialCharge,0.017489216879246493
PEOE_VSA10,0.016837950068889662
Phi,0.01578993050081121
qed,0.015699974949655793
VSA_EState5,0.01561183980804926
SlogP_VSA3,0.015502224833623086
Chi1n,0.01540757150019043
Chi2n,0.015045028852871043
EState_VSA9,0.014991540244042045
fr_NH1,0.014985123250258916
BCUT2D_CHGHI,0.014910793909594435
BCUT2D_MWHI,0.014407701681958282
FpDensityMorgan3,0.014273605583579641
BCUT2D_LOGPLOW,0.013825153030685362
VSA_EState3,0.01364287882457828
PEOE_VSA6,0.013548262772617949
fr_Ar_NH,0.013076541218390475
NumHDonors,0.01274559944503215
NumAmideBonds,0.012642463699962615
BCUT2D_MWLOW,0.012559736547424694
PEOE_VSA2,0.012528933785851687
SMR_VSA9,0.01238685538566549
VSA_EState8,0.01232673197082683
BCUT2D_LOGPHI,0.012281277254540928
AvgIpc,0.012087983836176633
MinAbsEStateIndex,0.011784001971137081
Kappa3,0.011766104422546367
FpDensityMorgan1,0.011646180912163443
EState_VSA4,0.011634763128491392
PEOE_VSA7,0.011066563639721525
SlogP_VSA5,0.011018856327357723
VSA_EState1,0.010991389884698112
BCUT2D_MRHI,0.010738522883560468
MaxAbsEStateIndex,0.01066306148007688
EState_VSA7,0.010575754400218074
SMR_VSA5,0.009983066015048248
EState_VSA8,0.009772523406978696
EState_VSA10,0.009450733599731238
SMR_VSA4,0.009063646480985562
NumRotatableBonds,0.009037059989071951
PEOE_VSA9,0.00903410797608335
Kappa2,0.008865496755257643
BertzCT,0.008855401544169049
VSA_EState4,0.00876288692385554
SlogP_VSA8,0.008727785988911116
MinPartialCharge,0.008696069286547797
SMR_VSA7,0.008598510597342192
EState_VSA2,0.008285419579875861
PEOE_VSA5,0.008110800578370788
MinAbsPartialCharge,0.008085909601680258
PEOE_VSA4,0.00782663874032263
Chi3v,0.007658925213565672
SlogP_VSA6,0.00759243490076757
EState_VSA3,0.007561581833688499
SPS,0.007461331802365625
EState_VSA5,0.007369174175617965
EState_VSA6,0.007165909362238879
VSA_EState9,0.0071455188880713005
FpDensityMorgan2,0.007123362775270573
HallKierAlpha,0.006707356403938201
FractionCSP3,0.006568703928085775
VSA_EState6,0.006359641034551572
SMR_VSA6,0.0063338541502996485
MolMR,0.006154331164103173
PEOE_VSA3,0.0060073610332579
SlogP_VSA10,0.0059710196477404135
PEOE_VSA11,0.005720598979219972
SlogP_VSA1,0.005636720643080921
SMR_VSA10,0.005202244807738266
Ipc,0.005009052303615661
EState_VSA1,0.004927764565642875
MinEStateIndex,0.0048190322598123175
fr_Ndealkylation2,0.004519198569543404
SMR_VSA1,0.004187468893554079
MolWt,0.003977484753304114
Chi2v,0.003946955486307506
fr_Ar_N,0.003740762000379264
HeavyAtomMolWt,0.0037226353184459148
SlogP_VSA4,0.0035489635329504082
NumAromaticCarbocycles,0.0033760111370308866
fr_methoxy,0.003345021554317865
fr_aryl_methyl,0.003242061346271072
Chi1,0.0032251263969643004
Chi0,0.0031872347012858572
PEOE_VSA12,0.0031640553959032913
NumSaturatedHeterocycles,0.0031303628424598716
fr_ether,0.003109235117700117
LabuteASA,0.0030270146754572333
SlogP_VSA11,0.0030159539281806895
fr_NH0,0.0029164795030632166
PEOE_VSA13,0.002866224617150423
NumValenceElectrons,0.0024515542207664593
fr_bicyclic,0.0023762113666374635
NumHeterocycles,0.0023202966861455695
VSA_EState10,0.0021916850346118738
NumHeteroatoms,0.002125110209037183
fr_Nhpyrrole,0.0020963970982939535
fr_ester,0.0019671694102143976
fr_oxazole,0.0018648999623337268
MaxEStateIndex,0.0018292276174153882
NumAliphaticHeterocycles,0.001380677671288968
fr_C_O_noCOO,0.0013521532413605574
RingCount,0.0012614156389199084
ExactMolWt,0.0011967396075197986
NumAromaticHeterocycles,0.001173723357122669
fr_sulfonamd,0.0010997149596685342
NumAromaticRings,0.0010048625401717212
fr_tetrazole,0.0009694518407398865
SlogP_VSA12,0.0009514210728999234
PEOE_VSA14,0.0009398929432095889
fr_halogen,0.0009370324609056344
fr_pyridine,0.0008916340562710571
fr_COO,0.000834541140823462
fr_para_hydroxylation,0.0008297948691414972
NumAliphaticRings,0.0006698825528962593
fr_COO2,0.0006512686791389405
NumAliphaticCarbocycles,0.0005694790067937229
fr_Al_OH_noTert,0.00048498631153709004
fr_urea,0.0004688841402028184
fr_C_O,0.0004627381055093176
fr_amide,0.00045733887769042284
fr_Ar_OH,0.0004440243411806442
NumSaturatedCarbocycles,0.0003703088467361406
fr_piperdine,0.000269412703205318
NumSaturatedRings,0.0002686143476498929
fr_Ndealkylation1,0.00018912163467281682
fr_phenol_noOrthoHbond,0.00016841895808299782
HeavyAtomCount,8.623624093713131e-05
